Year,Country,Resettled by destination per capita,Remittances (% GDP),Five-year change immigrants,Refugees by destination,Child migrants (UNICEF),Resettled by origin,Child migrants (under-20s),Asylum seekers by origin (per capita),Child migrants per capita (under-20s),Five-year change immigrants per capita,Refugees by destination,Resettled by destination,Internal displacement (disasters),Annual internal displacements (Disaster),Asylum seekers by destination,Five-year change emigrants,Annual internal displacement from conflict (%),Refugees by destination (per capita),Refugees by origin (per capita),"Child migrants (UNICEF, under-18s)",Refugees by origin,Internal displacement (disaster),Emigrants,Annual internal displacement (conflict),Internal displacement share (conflict),Asylum seekers by origin,International immigrants (% population),International migrants,Internal displacement (conflict),Asylum seekers by destination (per capita),Resettled arrivals by origin (per capita),Annual internal displacement from disaster (%),Net migration rate,Remittances cost (to),Child migrants (UNDESA),Child migrants per capita (UNDESA),Net migration,Remittances cost (from),Five-year change emigrants per capita,International emigrants (% population),Refugees by destination (per capita)
2006,OECD members,,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,OECD members,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,OECD members,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OECD members,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,OECD members,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,OECD members,,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,OECD members,,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,OECD members,,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,OECD members,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,OECD members,,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,OECD members,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,OECD members,,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,OECD members,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.131,,,,419523,,,,
1960,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.421,,,,412205,,,,
1965,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.183,,,,437805,,,,
1970,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35,,,,786800,,,,
1975,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,,,,287244,,,,
1980,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815,,,,91579,,,,
1985,Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.448,,,,416942,,,,
1990,Oceania,,,,110670,,,558943,,,,,,,,,,,,,,,,961547,,,,,4731938,,,,,4.171,,352853,,546951,,,,
1995,Oceania,,,290589,92440,,,559494,,,,,,,,,109748,,,,,,,1071295,,,,,5022527,,,,,2.58,,342306,,365609,,,,
2000,Oceania,,,339154,83235,,,579271,,,,,,,,,175541,,,,,,,1246836,,,,,5361681,,,,,2.031,,343727,,308788,,,,
2005,Oceania,,,662340,82492,,,657065,,,,,,,,,144582,,,,,,,1391418,,,,,6024021,,,,,3.123,,394170,,508314,,,,
2010,Oceania,,,1104577,37801,,,778372,,,,,,,,,199750,,,,,,,1591168,,,,,7128598,,,,,6.723,,461126,,1185960,,,,
2015,Oceania,,,943678,69894,,,869695,,,,,,,,,160254,,,,,,,1751422,,,,,8072276,,,,,4.988,,536654,,956932,,,,
2020,Oceania,,,1308377,168497,,,1090140,,,,,,,,,218783,,,,,,,1970205,,,,,9380653,,,,,3.786,,537133,,781128,,,,
1955,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.601,,,,-38896,,,,
1960,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.615,,,,-26227,,,,
1965,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,,,,-929,,,,
1970,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.824,,,,-16769,,,,
1975,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.137,,,,-48965,,,,
1980,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.686,,,,-69371,,,,
1985,Oceania (excluding Australia and New Zealand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.153,,,,-33722,,,,
1990,Oceania (excluding Australia and New Zealand),,,,8089,,,65425,,,,,,,,,,,,,,,,272517,,,,,258678,,,,,-2.974,,48078,,-97840,,,,
1995,Oceania (excluding Australia and New Zealand),,,21902,9601,,,66504,,,,,,,,,40544,,,,,,,313061,,,,,280580,,,,,-2.823,,48386,,-103485,,,,
2000,Oceania (excluding Australia and New Zealand),,,16038,7066,,,66324,,,,,,,,,62115,,,,,,,375176,,,,,296618,,,,,-3,,47678,,-122215,,,,
2005,Oceania (excluding Australia and New Zealand),,,9421,10003,,,66444,,,,,,,,,31962,,,,,,,407138,,,,,306039,,,,,-4.804,,47998,,-215597,,,,
2010,Oceania (excluding Australia and New Zealand),,,-7864,9713,,,61809,,,,,,,,,34765,,,,,,,441903,,,,,298175,,,,,-1.769,,44755,,-87255,,,,
2015,Oceania (excluding Australia and New Zealand),,,4635,10804,,,57660,,,,,,,,,53317,,,,,,,495220,,,,,302810,,,,,-2.278,,41513,,-123338,,,,
2020,Oceania (excluding Australia and New Zealand),,,10259,11042,,,53167,,,,,,,,,70061,,,,,,,565281,,,,,313069,,,,,-1.428,,35945,,-84504,,,,
1955,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.201,,,,-10000,,,,
1960,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.818,,,,-10000,,,,
1965,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.399,,,,-10000,,,,
1970,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.483,,,,-5000,,,,
1975,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.344,,,,25470,,,,
1980,Oman,,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.009,,,,76409,,,,
1981,Oman,,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Oman,,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Oman,,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Oman,,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Oman,,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.289,,,,81500,,,,
1986,Oman,,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Oman,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Oman,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Oman,,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Oman,,0.375,,,,,38960,,21.499,,,,,,,,,,,,,,12504,,,,16.776,304000,,,,,1.349,,35336,19.499,11169,,,0.69,
1991,Oman,,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Oman,,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Oman,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Oman,,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Oman,,0.28,235643,,,,69163,,31.377,106.903,,,,,,1340,,,,,,,13844,,,,24.482,539643,,,,,10.427,,62729,28.458,104700,,0.608,0.628,
1996,Oman,,0.273,,,,,,,,,,,,,,,,,0.003,,7,,,,,,,,,,,,,,,,,,,,
1997,Oman,,0.263,,,,,,,,,,,,,,,,,0.004,,8,,,,,,,,,,,,,,,,,,,,
1998,Oman,,0.246,,,,,,,,,,,,,,,,,0.003,,7,,,,,,,,,,,,,,,,,,,,
1999,Oman,,0.235,,,,,,,,,,,,,,,,,0.003,,6,,,,,,,,,,,,,,,,,,,,
2000,Oman,,0.225,83965,,,,89489,,39.458,37.022,,,,,,1779,,,0.004,,9,,15623,,,,27.496,623608,,,,,-17.295,,76599,33.774,-193372,,0.784,0.689,
2001,Oman,,0.205,,,,,,,,,,,,,,,,,0.004,,8,,,,,,,,,,,,,,,,,,,,
2002,Oman,,0.186,,,,,,0.223,,,,,,,,,,,0.004,,10,,,,,5,,,,,,,,,,,,,,,
2003,Oman,,0.172,,,,,,,,,,,,,24,,,,0.005,,11,,,,,,,,,1.039,,,,,,,,,,,
2004,Oman,,0.152,,,,,,,,,,,,,29,,,,0.007,,17,,,,,,,,,1.202,,,,,,,,,,,
2005,Oman,,0.132,42556,11,,,89784,,35.753,16.946,,,,,,3201,,0.004,0.009,,22,,18824,,,,26.527,666164,,,,,1.255,,76796,30.581,15000,,1.275,0.75,
2006,Oman,,0.109,,,,,,,,,7,,,,,,,,0.013,,32,,,,,,,,,,,,,,,,,,,,0.003
2007,Oman,,0.094,,,,,,0.196,,,10,,,,26,,,,0.016,,41,,,,,5,,,,1.001,,,,,,,,,,,0.004
2008,Oman,,0.08,,,,,,,,,25,,,,25,,,,0.019,,52,,,,,,,,,0.909,,,,,,,,,,,0.009
2009,Oman,,0.07,,,,,,0.209,,,40,,,,29,,,,0.02,,56,,,,,6,,,,1.036,,,,,,,,,,,0.014
2010,Oman,,0.06,150070,91,,,94818,0.27,31.175,49.342,66,,,,27,1928,,0.03,0.02,,60,,20752,,,8,26.837,816234,,0.888,,,19.234,,81143,26.679,267000,,0.634,0.682,0.022
2011,Oman,,0.056,,,,,,,,,92,,,,34,,,,0.016,,53,,,,,,,,,1.052,,,,,,,,,,,0.028
2012,Oman,,0.048,,,,,,,,,117,,,,78,,,,0.013,,45,,,,,,,,,2.236,,,,,,,,,,,0.034
2013,Oman,,0.046,,,,,,,,,150,,,2134,113,,,,0.011,,40,,,,,,,,,3.017,,0.057,,,,,,,,,0.04
2014,Oman,,0.046,,,,,,0.298,,,197,,,,177,,,,0.009,,35,,,,,12,,,,4.41,,,,,,,,,,,0.049
2015,Oman,,0.047,1039992,435,,,111599,0.361,26.152,243.71,231,,,,253,2045,,0.102,0.007,,31,,22797,,,15,43.498,1856226,,5.929,,,48.478,,93067,21.809,885782,,0.479,0.534,0.054
2016,Oman,,0.047,,,,,,0.442,,,265,,,,287,,,,0.008,,35,,,,,19,,,,6.425,,,,,,,,,,,0.059
2017,Oman,,0.047,,,,,,0.639,,,297,,,2349,292,,,,0.008,,38,,,,,29,,,,6.262,,0.05,,,,,,,,,0.064
2018,Oman,,0.048,,,,,,0.841,,,310,,,2373,320,,,,0.008,,41,,,,,40,,,,6.63,,0.049,,,,,,4.042,,,0.064
2019,Oman,,,,,,,,1.021,,,308,,,,313,,,,0.009,,44,,,,,50,,,,6.295,,,,,,,,,,,0.062
2020,Oman,,,516610,563,279000,,335254,,65.651,101.165,,,,,,2302,,0.11,,54.635,,,25099,,,,46.466,2372836,,,,,18.647,,211971,41.509,437000,,0.451,0.491,
1990,Other,,,,,,,,,,,,,,,,,,,,,,,8640334,,,,,,,,,,,,,,,,,,
1995,Other,,,,,,,,,,,,,,,,-1162837,,,,,,,7477497,,,,,,,,,,,,,,,,,,
2000,Other,,,,,,,,,,,,,,,,-413767,,,,,,,7063730,,,,,,,,,,,,,,,,,,
2005,Other,,,,,,,,,,,,,,,,756935,,,,,,,7820665,,,,,,,,,,,,,,,,,,
2010,Other,,,,,,,,,,,,,,,,936571,,,,,,,8757236,,,,,,,,,,,,,,,,,,
2015,Other,,,,,,,,,,,,,,,,2161606,,,,,,,10918842,,,,,,,,,,,,,,,,,,
2020,Other,,,,,,,,,,,,,,,,1738309,,,,,,,12657151,,,,,,,,,,,,,,,,,,
1996,Other small states,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Other small states,,2.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Other small states,,2.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Other small states,,1.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Other small states,,1.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Other small states,,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Other small states,,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Other small states,,1.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Other small states,,1.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Other small states,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Other small states,,1.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Other small states,,1.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Other small states,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Other small states,,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Other small states,,1.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Other small states,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Other small states,,1.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Pacific island small states,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Pacific island small states,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Pacific island small states,,3.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Pacific island small states,,4.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Pacific island small states,,5.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Pacific island small states,,5.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Pacific island small states,,5.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Pacific island small states,,5.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Pacific island small states,,5.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Pacific island small states,,5.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Pacific island small states,,5.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Pacific island small states,,4.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Pacific island small states,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Pacific island small states,,4.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Pacific island small states,,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Pacific island small states,,3.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Pacific island small states,,3.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Pacific island small states,,3.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Pacific island small states,,4.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pacific island small states,,4.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Pacific island small states,,5.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pacific island small states,,6.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Pacific island small states,,7.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Pacific island small states,,7.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Pacific island small states,,7.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Pacific island small states,,7.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Pacific island small states,,7.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Pacific island small states,,7.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Pacific island small states,,7.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Pacific island small states,,7.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Pacific island small states,,7.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Pacific island small states,,7.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pacific island small states,,7.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Pacific island small states,,7.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Pacific island small states,,7.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Pacific island small states,,7.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Pacific island small states,,7.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Pacific island small states,,7.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,,,,-8255,,,,
1960,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,,,,-16702,,,,
1965,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.389,,,,-93268,,,,
1970,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,,,,-209978,,,,
1975,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.442,,,,-138106,,,,
1978,Pakistan,,6.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Pakistan,,7.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Pakistan,,7.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.856,,,,672203,,,,
1981,Pakistan,,8.462,,,,,,,,,1996480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.746
1982,Pakistan,,8.594,,,,,,,,,2416480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.964
1983,Pakistan,,8.492,,,,,,,,,2677322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.028
1984,Pakistan,,8.554,,,,,,,,,2778676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.146
1985,Pakistan,,8.177,,,,,,,,,2834980,,,,,,,,,,,,,,,,,,,,,,3.259,,,,1387118,,,,30.751
1986,Pakistan,,7.101,,,,,,,,,2906223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.523
1987,Pakistan,,6.448,,,,24,,,,,3061366,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,31.148
1988,Pakistan,,5.822,,,,59,,,,,3166073,,,,,,,,,,,,,,,,,,,,0.058,,,,,,,,,,31.227
1989,Pakistan,,4.967,,,,,,,,,3209631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.71
1990,Pakistan,,4.303,,3265845,,78,556762,,5.172,,2903675,,,,,,,30.338,0.005,,555,,3341086,,,,5.767,6208204,,,0.073,,0.28,,254357,2.363,139790,,,3.104,26.974
1991,Pakistan,,3.888,,,,83,,,,,2548013,,,,,,,,0.007,,785,,,,,,,,,,0.075,,,,,,,,,,23.001
1992,Pakistan,,3.553,,,,91,,,,,2103957,,,,,,,,0.014,,1589,,,,,,,,,,0.08,,,,,,,,,,18.47
1993,Pakistan,,3.115,,,,83,,,,,1693260,,,,,,,,0.022,,2547,,,,,,,,,,0.071,,,,,,,,,,14.462
1994,Pakistan,,2.841,,,,61,,,,,1313823,,,,,,,,0.033,,3943,,,,,,,,,,0.051,,,,,,,,,,10.916
1995,Pakistan,,2.745,-2538896,1202493,,57,253876,,2.051,-20.512,1228526,,,,,-929,,9.715,0.04,,4922,,3340157,,,,2.964,3669308,,,0.047,,-1.769,,118114,0.954,-1023387,,-0.008,2.699,9.925
1996,Pakistan,,2.563,,,,85,,,,,1173165,,,,,,,,0.047,,6010,,,,,,,,,,0.067,,,,,,,,,,9.212
1997,Pakistan,,2.21,,,,131,,,,,1202481,,,,,,,,0.051,,6726,,,,,,,,,,0.101,,,,,,,,,,9.175
1998,Pakistan,,1.908,,,,175,,,,,1362274,,,,,,,,0.057,,7697,,,,,,,,,,0.13,,,,,,,,,,10.103
1999,Pakistan,,1.87,,,,186,,,,,1561492,,,,,,,,0.062,,8662,,,,,,,,,,0.135,,,,,,,,,,11.264
2000,Pakistan,,2.213,512604,2001466,,186,250348,,1.759,3.601,1566431,,,,,66277,,14.061,0.085,,12099,,3406434,,,,2.938,4181912,,,0.131,,0.708,,119626,0.84,470909,,0.466,2.393,11.005
2001,Pakistan,,2.7,,,,205,,,,,1550798,,,,,,,,0.107,,15605,,,,,,,,,,0.141,,,,,,,,,,10.623
2002,Pakistan,,3.115,,,,191,,7.919,,,1568591,,,,4927,,,,0.128,,19191,,,,,11842,,,,3.295,0.128,,,,,,,,,,10.489
2003,Pakistan,,3.566,,,,170,,8.942,,,1385237,,,,5486,,,,0.151,,23146,,,,,13689,,,,3.584,0.111,,,,,,,,,,9.048
2004,Pakistan,,3.945,,,,184,,8.58,,,1154371,,,,5905,,,,0.165,,25808,,,,,13441,,,,3.769,0.118,,,,,,,,,,7.368
2005,Pakistan,,3.843,-1007354,1088120,,194,179549,8.039,1.12,-6.284,1315890,,,,6210,371396,,6.788,0.172,,27544,,3777830,,,12887,1.98,3174558,,3.874,0.121,,-0.859,,93004,0.58,-650182,,2.317,2.357,8.209
2006,Pakistan,,3.806,,,,186,,6.565,,,1447218,,,,4059,,,,0.178,,29144,,,,,10767,,,,2.475,0.113,,,,,,,,,,8.823
2007,Pakistan,,4.111,,,,177,,5.101,,,1537164,,,,2916,,,,0.185,,30982,,,,,8559,,,,1.738,0.106,,,,,,,,,,9.16
2008,Pakistan,,4.492,,,,187,,5.402,,,1700350,,,,2652,,,,0.192,,32996,,,,,9271,,,,1.545,0.109,,,,,,,,,,9.906
2009,Pakistan,,4.894,,,,221,,6.07,,,1831997,,,,2442,,,,0.2,,35059,,,,,10655,,,,1.391,0.126,,,,,,,,,,10.437
2010,Pakistan,,5.355,769123,1902716,,282,207233,7.622,1.155,4.287,1752682,,,2678012,2474,1012754,,10.605,0.215,,38645,,4790584,,,13675,2.198,3943681,,1.379,0.158,1.493,-0.4,,118847,0.662,-339805,,5.644,2.67,9.768
2011,Pakistan,,5.793,,,,375,,11.965,,,1719796,,,2741659,2960,,0.452,,0.229,,41902,,,828400,0.503,21936,,,922940,1.615,0.205,1.495,,,,,,,,,9.38
2012,Pakistan,,6.167,,,,492,,15.949,,,1672759,,,2878916,3579,,0.219,,0.545,,102066,,,409800,0.564,29868,,,1056940,1.911,0.263,1.537,,,,,,,,,8.932
2013,Pakistan,,6.501,,,,638,,20.213,,,1604866,,,867249,4448,,0.172,,0.803,,153647,,,329800,0.603,38660,,,1152802,2.326,0.334,0.453,,5.634,,,,,,,8.391
2014,Pakistan,,6.775,,,,762,,25.327,,,1534837,,,809784,5096,,0.15,,0.858,,167542,,,292271,0.546,49464,,,1065586,2.609,0.39,0.415,,5.267,,,,,,,7.859
2015,Pakistan,,6.83,-437161,1567604,,835,190473,30.137,0.955,-2.192,1485773,,,438820,5137,1007626,0.113,7.861,0.919,,183369,,5798210,224898,0.483,60100,1.758,3506520,963884,2.576,0.419,0.22,-1.139,5.06,109235,0.548,-1079167,,5.053,2.907,7.45
2016,Pakistan,,6.912,,,,954,,32.244,,,1443273,,,357748,5094,,0.097,,0.983,,200083,,,197265,0.412,65659,,,838344,2.502,0.469,0.176,,4.987,,,,,,,7.088
2017,Pakistan,,7.096,,,,1106,,33.696,,,1426088,,,223649,5698,,0.009,,0.771,,160274,,,19075,0.231,70055,,,479512,2.741,0.532,0.108,,5.03,,,,,,,6.859
2018,Pakistan,,7.657,,,,998,,32.771,,,1401645,,,189021,6370,,0.009,,0.6,,127354,,,19152,0.098,69549,,,208370,3.002,0.47,0.089,,4.756,,,,12.671,,,6.604
2019,Pakistan,,,,,,821,,31.437,,,1418839,,0.007,,7437,,,,0.616,,133385,15000,,,,68080,,,,3.434,0.379,,,,,,,,,,6.552
2020,Pakistan,,,-229940,1428147,192000,,231149,,1.046,-1.041,,,0.365,,,530190,,6.465,,0.869,,806000,6328400,,,,1.483,3276580,,,,,-1.11,,132991,0.602,-1166895,,2.4,2.865,
1990,Palau,,,,,,,583,,38.704,,,,,,,,,,,,,,2957,,,,18.595,2801,,,,,,,426,28.281,,,,19.631,
1995,Palau,,,1948,,,,909,,52.978,113.533,,,,,,-113,,,,,,,2844,,,,27.678,4749,,,,,,,700,40.797,,,-6.586,16.575,
2000,Palau,,,1561,,,,1211,,63.39,81.711,,,,,,1154,,,,,,,3998,,,,33.03,6310,,,,,,,820,42.923,,,60.406,20.928,
2005,Palau,,,-267,,,,1050,,53.073,-13.496,,,,,,-216,,,,,,,3782,,,,30.545,6043,,,,,,,718,36.292,,,-10.918,19.116,
2007,Palau,,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Palau,,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Palau,,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Palau,,0.935,-553,,,,721,,40.158,-30.801,,,,,,-1163,,,,,,,2619,,,,30.578,5490,,,,,,,372,20.72,,,-64.777,14.587,
2011,Palau,,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Palau,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Palau,,0.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Palau,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Palau,,0.87,-553,,,,532,,30.116,-31.305,,,,,,-60,,,,,,,2559,,,,27.948,4937,,,,,,,335,18.964,,,-3.397,14.486,
2016,Palau,,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Palau,,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
